name,name_cn,info,score,score_count,rank,type,tags
Marginalia,,2015 / Jerome Hiler,,(少于10人评分),,,"2015,美国,短片,Hiler,实验"
漫威超级英雄大冒险之冰霜大作战,Marvel Super Hero Adventures: Frost Fight!,1话 /  2015-12-11,,(少于10人评分),,,"剧场版,欧美,Marvel,动画电影"
银河守护者 第一季,Marvel's Guardians of the Galaxy Season 1,26话 /  2015年9月5日,,(少于10人评分),,,"TV,欧美,Marvel,2015,美国,科幻,无"
我和我的影子,Me and My Shadow,1话 /  2015-11-25 / Alessandro Carloni,,(少于10人评分),,,"剧场版,欧美,映画,无"
MEMORiES MELODiES,,1话 /  2015-12-04,,(少于10人评分),,,"WEB,短片,2015,空,MV,短篇,BONES,IDOLiSH7,『MV』"
短信,MESSAGE,1话 /  2015-07-01,4.9,(11人评分),,,"短片,国产,2015,中国,原创,科幻"
米老鼠2013 第三季,Mickey Mouse Season 3,20话 /  2015年7月17日,,(少于10人评分),,,"TV,欧美,2015年7月,2015,美国,原创,无,Disney_Television_Animation,米老鼠"
米菲大冒险,Miffy's Adventures Big and Small,52话 /  2015年10月2日 / Chris Drew、Adam Shaw、Helen Arntsen / Dick Bruna,,(少于10人评分),,,"TV,欧美,欧美动画,补"
Milky Maid,,1话 /  2015年5月8日,,(少于10人评分),,,
MILPOM★,,6话 /  2015年09月05日,,(少于10人评分),,,"WEB,BNPictures,2015,SUNRISE"
mind scape,,2015,,(少于10人评分),,,"2015,空,剧场版"
小黄人大眼萌,Minions,1话 /  2015年7月10日、2015年9月13日（中國大陸） / Kyle Balda、Pierre Coffin,6.7,(860人评分),Rank 3684,,"剧场版,原创,美国,欧美,小黄人,搞笑,2015,动画电影,3D,治愈,电影,奇幻,喜剧,科幻,2015年,热血,美漫,2010-2019,补标,战斗,萌,动画,冒险"
瓢虫雷迪 第一季,Miraculous Ladybug Season 1,26话 /  2015年9月1日,7.2,(35人评分),,,"TV,欧美,2015,原创,恋爱,2015年10月,3D,战斗,长剧集,TVA,日常,爱情,变身,韩国,法国,歐美,国外,ZAGEntertainment,OnEntertainment,BrycePapenbrook,CristinaVee,法国动画,怪盗"
迷失的万圣节,Missing Halloween,1话 /  2015年10月30日 / Mike Inel,7.5,(20人评分),,,"短片,美国,2015,原创,心理,欧美,悬疑,Mike_Inel"
MONSTER GENERATiON,,1话 /  2015-07-23,,(少于10人评分),,,"WEB,短片,2015,NAZ,MV,短篇,空,IDOLiSH7,『MV』"
精灵高中：纽约,"Monster High：Boo York, Boo York",1话 /  2015年10月25日,,,,,"TV,原创,美国,欧美"
精灵高中：闹鬼,Monster High：Haunted,1话 /  2015年3月24日,,,,,"TV,原创,美国,欧美"
Moon Blink,,2015 / Rainer Kohlberger,,,,,"2015,短片,科尔伯格,实验,德国"
梦滨城,Moonbeam City,10话 /  2015年9月16日,7.4,(40人评分),,,"TV,欧美,搞笑,2015,美国,原创,美国动画,季番,80年代,无,2015年,神作,欧美动画,2010s,黄色笑话,美漫，搞笑，剧情"
憨豆先生动画版 第四季,Mr. Bean: The Animated Series Season 4,52话 /  2015年2月16日,5.5,(29人评分),,,"TV,欧美,搞笑,童年,日常,2010-2019,剧集,喜剧,憨豆,英国,憨豆先生,央视"
明月守护者,"Mune, le gardien de la lune",1话 /  2015年1月14日 / Alexandre Heboyan / Benoît Philippon,6.6,(25人评分),,,"剧场版,法国,2015,欧美,电影,幻想,原创,奇幻,治愈,3D,无,剧场,アニメ映画,AlexandreHeboyan,Kinology,BenoîtPhilippon,OrangeStudio,OmarSynyxFilms,法国动画,欧洲"
小马宝莉：友谊大赛,My Little Pony Equestria Girls: Friendship Games,1话 /  2015-09-26,6.6,(98人评分),Rank 3705,,"剧场版,欧美,2015,原创,幼女向,电影,美国,子供向,动画电影,表,动画,无,anime,日本,奇幻,2015年,MLP,Hasbro,MyLittlePony,彩虹小马,小马"
My Little Pony Equestria Girls: Friendship Games animated shorts,,5话 /  2015年8月1日,,(少于10人评分),,,"WEB,欧美,原创,2015年8月,2015年,Hasbro,MLP"
小马宝莉：友谊就是魔法 第五季,My Little Pony Friendship is Magic Season 5,26话 /  2015年4月4日,7.8,(507人评分),Rank 498,,"TV,原创,美国,欧美,2015,My_Little_Pony,幼女向,萌,2015年4月,日常,童年,奇幻,子供向,2015年,续作,百合,anime,动画,治愈,动物,我的小马驹,MLP"
My_Sister,,1话 /  2015年3月23日,,(少于10人评分),,,
无声,Nedzirdams,1话 /  2015年,,(少于10人评分),,,"短片,欧美,2025"
nekomimi escort girl,,1话 /  2015年07月31日,,(少于10人评分),,,
大贵族：沉睡,NOBLESSE 파멸의 시작,1话 /  2015年11月28日 / 구봉회,5.8,(32人评分),,,"OVA,韩国,2015,吸血鬼,漫改,2015年11月,已下,屹青,短片,推荐,7,漫画改,anime,TV,垃圾,后宫,轻小说改,奇幻,眼睛美,『OVA』,animal,구봉회,Studio_Animal,StudioAnimal,Studio,韩国动画"
悲伤存在的意义,On Melancholy,1话 /  2015年,,(少于10人评分),,,"剧场版,短片,2015,空"
从前有个蓝月亮,Once Upon a Blue Moon,2015 / Steve Boot,,,,,"2015,欧美,短片,Steve_Boot,英国"
飞向月球,One Minute Fly – Fly To The Moon,1话 /  2015年6月6日,,(少于10人评分),,,"短片,2015,欧美,其它,动物,无对白"
航海王：迷雾岛大冒险,ONE PIECE 〜アドベンチャー オブ ネブランディア〜,1话 /  2015年12月19日 / 宇田鋼之介 / 尾田栄一郎（『ONE PIECE』週刊少年ジャンプ連載中） / 高木雅之,6.1,(156人评分),Rank 5889,,"TV,日本,海贼王,2015,SP,特别篇,搞笑,热血,战斗,2015年12月,漫画改,OVA,东映,東映アニメーション,冒险,番外,2015年,奇幻,剧场版,动画（TV）,雾之岛,福克斯"
航海王：萨波特别篇 〜3兄弟的羁绊 奇迹的再会和被继承的意志〜,ONE PIECE エピソードオブサボ 〜3兄弟の絆 奇跡の再会と受け継がれる意志〜,1话 /  2015年8月22日 / 古賀豪 / 尾田栄一郎（週刊少年ジャンプ（集英社）連載） / 市川慶一,6.8,(240人评分),Rank 3311,,"TV,日本,漫画改,2015,SP,特别篇,热血,海贼王,ONEPIECE,2015年8月,战斗,回忆,冒险,JUMP,番外,漫改,总集篇,剧场版,OVA,东映动画,2015年,东映,東映アニメーション,奇幻,感人,海賊王"
诺亚方舟漂流记,Ooops! Die Arche ist weg...,1话 /  2015年5月1日（爱尔兰） / Toby Genkel、Sean McCormack,,(少于10人评分),,,"剧场版,2015,欧美"
丛林大反攻4：吓傻了,Open Season: Scared Silly,2015年12月18日（土耳其）、2016年3月8日（北美） / David Feiss / Steve Moore、John B. Carls、Jill Culton、Anthony Stacchi,,,,,剧场版
汪汪队立大功 第三季,PAW Patrol Season 3,26话 /  2015年11月20日,,(少于10人评分),,,"TV,欧美,动物"
Peeping Life TV シーズン1 ??,,12话 /  2015年10月3日 / 森りょういち,5.8,(31人评分),,,"TV,日本,2015年10月,搞笑,2015,3D,其它,恶搞,2015年,尿性人生,FORESTHuntingOneCoMixWaveFilms,201510,2015年十月番"
Peeping Life×怪兽酒场 怪兽们的所在之处,Peeping Life×怪獣酒場 かいじゅうたちがいるところ,10话 /  2015-07-10,5.4,(14人评分),,,"OVA,2015年7月,泡面番,2015年,2015,短片,2015年七月番"
女神异闻录3 剧场版 第三章 秋降,PERSONA3 THE MOVIE #3 Falling Down,1话 /  2015年4月4日 / 元永慶太郎 / 「ペルソナ3」（アトラス）,6.5,(609人评分),Rank 5022,,"剧场版,游戏改,女神异闻录,2015,A-1Pictures,PERSONA,2015年4月,奇幻,石田彰,战斗,2015年,Atlus,绪方惠美,校园,元永慶太郎,元永庆太郎,日本,劇場版,岸诚二,游戏,A-1_Pictures,绿川光,坂本真綾"
幽灵男孩,Phantom Boy,1话 /  2015年 / Alain Gagnol / Jean-Loup Felicioli,,(少于10人评分),,,"剧场版,欧美,电影,非日本動畫電影"
腌黄瓜和花生,Pickle and Peanut,2015年9月7日,,(少于10人评分),,,"TV,欧美,2015"
愤怒的小鸟：猪猪传 第二季,Piggy Tales Season 2,"26话 /  2015年4月17日 / Eric Guaglione,Fabin Weibel",,(少于10人评分),,,"TV,游戏改,欧美,2015,泡面番,WEB,搞笑"
海盗的通道,Pirate's Passage,"1话 /  2015年1月4日 / Mike Barth, Jamie Gallant / William Gilkerson",,(少于10人评分),,,"剧场版,欧美,动画电影"
小精灵,pixies,1话 /  2015年6月5日 / Sean Patrick O'Reilly,,,,,"剧场版,欧美"
疯狂进化人,Pourquoi j'ai pas mangé mon père,1话 /  2015-04-08 / Jamel Debbouze,,(少于10人评分),,,"剧场版,2015,欧美,3D,剧场版-02"
囚犯,Prisoner,1话 /  2015年2月27日,4.1,(16人评分),,,
序幕,Prologue,1话 /  2015年10月17日 / Richard William,6.8,(20人评分),,,"剧场版,短片,欧美,2015,美国,2015年,Short,原创,奥斯卡,无,RichardWilliam,Richard.William,Richard_Williams,Richard"
被遗忘的孩子,"Psiconautas, los niños olvidados",1话 /  2015 / Pedro Rivero / Alberto Vazquez,7.1,(16人评分),,,"剧场版,2015,欧美,动画电影,西班牙,非日本動畫電影,Alberto.Vázquez"
reflect,,1话 /  2015年1月31日,6.2,(41人评分),,,
天兵公园 第七季,Regular Show (season 7),39话 /  2015年6月26日,,(少于10人评分),,,"TV,欧美,2015,搞笑,美国,2010s,童年,欧美动画,剧集,原创,CARTOONNETWORK"
天兵公园:电影版,Regular Show : The Movie,1话 /  2015-08-14(洛杉矶首映),,(少于10人评分),,,"剧场版,2015,电影,欧美"
瑞克和莫蒂 第二季,Rick and Morty Season 2,10话 /  2015年7月26日 / Justin Roiland、Dan Harmon,8.4,(4547人评分),Rank 62,,"科幻,TV,原创,美国,欧美,脑洞,2015,搞笑,Rick_and_Morty,猎奇,美国动画,神作,SF,瑞克和莫蒂,2015年7月,奇幻,美漫,2015年,动画,讽刺,欧美动画,剧集,续作,Adult-Swim"
莱利的初次约会,Riley's First Date?,1话 /  2015年8月14日 / Josh Cooley,6.7,(56人评分),Rank 3113,,"剧场版,欧美,短片,pixar,2015,迪士尼,OVA,搞笑,家庭,原创,3D,皮克斯,短篇,美国,表番,2015年8月,剧情,青春,日常,番外,欧美动画,JoshCooley,剧场版短片,InsideOut"
机器鸡 第八季,Robot Chicken Season 8,20话 /  2015年10月25日,,(少于10人评分),,,"TV,欧美,Robot.Chicken,ADULT.SWIM"
红白黑黄 第三季,RWBY Volume 3,12话 /  2015年10月24日,7.0,(1282人评分),Rank 2513,,"百合,原创,战斗,美国,欧美,WEB,RWBY,2015年10月,TV,2015,3D,奇幻,热血,2015年,泡面番,动作,校园,美国动画,原创动画,续作,致郁,季番,动画,RoosterTeeth,MontyOum"
桑杰的超级团队,Sanjay's Super Team,1话 /  2015年11月25日 / Sanjay Patel,5.6,(32人评分),,,"剧场版,短片,2015,pixar,欧美,皮克斯,奥斯卡,原创,无,美国,SanjayPatel,AM"
小羊肖恩,Shaun the Sheep Movie,1话 /  2015年2月6日(英国)、2015年7月17日(中国大陆) / Mark Burton / Richard Starzak,7.1,(368人评分),Rank 2177,,"剧场版,原创,英国,欧美,2015,搞笑,动画电影,定格动画,童年,萌,动画,TV,2010-2019,电影,アニメ映画,小羊肖恩,粘土动画,黏土"
Shiva,,2015年11月5日,,,,,"TV,空"
SHOW BY ROCK!!,SHOW BY ROCK!!,12话 /  2015年4月5日 / 池添隆博 / サンリオ / 大城勝,6.7,(946人评分),Rank 3808,,"百合,TV,日本,音乐,游戏改,BONES,2015年4月,2015,3D,萌,偶像,内山昂輝,待田堂子,逢坂良太,游戏改编,2015年,乐队,佐倉綾音,轻百合,上坂すみれ,高梨康治,内山昂辉,佐仓绫音,兽耳,宫野真守,池添隆博"
众道,SHUDō,2015 / To-Anh Bach / Charles Badiller / Hugo Weiss,,(少于10人评分),,,"欧美,2015,原创,短片"
零食攻击,Snack Attack,1话 /  2015-08-18 / Andrew Cadelago,,(少于10人评分),,,"剧场版,欧美"
暴风雪旅人,Snowstorm Traveller,2015-05-07,5.3,(11人评分),,,"短片,国产,2015,欧美,讽刺,动画,独立动画"
冰雪大作战,Snowtime!,1话 /  2015年11月13日 / Jean-François Pouliot / François Brisson,,(少于10人评分),,,"剧场版,欧美,2015,电影,加拿大"
小公主苏菲亚 第三季,Sofia the First (Season 3),29话 /  2015年8月5日,,(少于10人评分),,,"TV,欧美,2015,Disney,迪士尼,奇幻,原创"
英雄故事：士兵：76,Soldier: 76 Origin Story,1话 /  2015年7月8日,5.6,(10人评分),,,"短片,2015,WEB,暴雪,游戏,广告,游改,欧美,科幻,欧美动画,美国,守望先锋,BlizzardEntertainment,Short_film,游戏宣传片"
他山之石,Some Thing,2015(德国) / Elena Walf,,(少于10人评分),,,动画短片
指尖之下,Sous tes doigts,1话 /  2015年,,,,,"剧场版,欧美"
南方公园 第19季,South Park Season 19,10话 /  2015年9月16日,7.4,(220人评分),Rank 1198,,"TV,美国,欧美,南方公园,讽刺,2015,SouthPark,搞笑,2015年7月,吐槽,重口味,原创,动画,TVA,恶搞,辱华,政治正确,喜剧中心"
星蝶公主 第一季,Star vs. the Forces of Evil (Season 1),13话 /  2015年1月18日,7.1,(181人评分),Rank 2019,,"TV,美国,欧美,Disney,迪士尼,2015,无厘头,搞笑,美漫,欧美动画,奇幻,原创,单元剧,日常,喜剧,战斗,校园,冒险,恋爱,还行,动画,星蝶公主,魔性"
星球大战：义军崛起 第二季,Star Wars Rebels (Season 2),22话 /  2015年6月20日,6.8,(27人评分),,,"TV,欧美,迪士尼,科幻,2015,战争,原创,美国,动作,3D,冒险,青年,星球大战,lucasfilm,明珠台"
爆笑星际 第四季,StarCrafts Season 4 BroodWar,9话 /  2015年9月26日,7.1,(11人评分),,,"WEB,2015,空,欧美,美国,flash"
史蒂文的宇宙 第二季,Steven Universe Season 2,26话 /  2015年3月13日,7.6,(39人评分),,,"TV,欧美,2015,美国,原创,治愈,奇幻,美漫,2015年3月,日常,无,百合,Disney,战斗,10,神作,CARTOONNETWORK,美TV,非日本電視動畫,史蒂文的宇宙,宇宙小子,feminism,Cartoon_Network"
史蒂文的宇宙 第二季短篇集,Steven Universe Season 2 shorts,6话 /  2015-05-28,,(少于10人评分),,,"WEB,欧美,史蒂文的宇宙"
仲夏夜魔法,STRANGE MAGIC,1话 /  2015-01-23,6.8,(26人评分),,,"剧场版,欧美,动画电影,2015,魔幻,美国,2015年1月,3D,原创,不看臉,Gary_Rydstrom,音乐剧"
超级科学伙伴,Super Science Friends,7话 /  2015年11月14日 / Brett Jubinville,7.2,(14人评分),,,"WEB,欧美,科幻,搞笑,2015,2010s,单元剧,10,TV,OVA,美国,部"
超级妙妙书 第三季,Superbook Season 3,13话 /  2015年1月13日 / Bryant Paul Richardson,,,,,"科幻,TV,冒险,美国,欧美"
超级豪宅,SuperMansion,13话 /  2015年10月8日 / Zeb Wells,,(少于10人评分),,,"TV,欧美"
少年泰坦出击 第三季,Teen Titans Go! (Season 3),53话 /  2015年7月31日 / Teen Titans by Bob Haney Bruno Premiani、DC Comics,7.3,(25人评分),,,"TV,欧美,2015,dc,漫画改,搞笑,喜剧,美国,2015年7月,漫画改编,动作,恶搞,科幻,CARTOONNETWORK,少年泰坦,Warner.Bros.Animation,teentitans"
忍者神龟 2012 第四季,Teenage Mutant Ninja Turtles Season 4,26话 /  2015年10月25日,6.2,(14人评分),,,"TV,欧美,2015,战斗,童年,无,3D,奇幻,忍者神龟"
阿甘妙世界 第四季,The Amazing World of Gumball Season 4,40话 /  2015年7月7日,8.3,(27人评分),,,"TV,欧美,2015,10,美漫,动画,搞笑,动作,美国,喜剧,CARTOONNETWORK,美TV,阿甘妙世界"
氰化欢乐秀 第二季,The Cyanide and Happiness Show Season 2,10话 /  2015年12月9日,7.1,(70人评分),Rank 2202,,"欧美,WEB,搞笑,泡面番,2015,猎奇,美国,原创,续作,TV,吐槽,补标,喜剧,动画,恶搞,无,2010s,美产,怀疑人生,ExplosmEntertainment,动画（WEB&CM）,梗,抓好社会主义精神文明建设"
摩登原始人：石器时代大乱斗,The Flintstones & WWE: Stone Age Smackdown,1话 /  2015年3月10日 / Spike Brandt、Tony Cervone / William Hanna、Joseph Barbera,,(少于10人评分),,,"剧场版,欧美"
加菲猫的幸福生活 第四季,The Garfield Show Season 4,27话 /  2015年10月6日,7.3,(10人评分),,,"TV,欧美,童年,2010-2019,日常,搞笑,2015"
恐龙当家,The Good Dinosaur,1话 /  2015年11月25日 / Peter Sohn,5.8,(74人评分),Rank 6279,,"剧场版,欧美,pixar,2015,动画电影,皮克斯,3D,美国,电影,原创,剧情,奇幻,冒险,2010s,迪士尼,家庭,无,童年,动漫,映画,动画,喜欢,恐龙,3D动画电影,Animated.Movies,Pixar.Animation.Studios,忘了,欧美动画电影,待收,3"
娼妓与野兽,The Great Harlot and the Beast,2015 / Karsten Kjærulf-Hoop,,(少于10人评分),,,"短片,2015,动画短片,欧洲,AM,KarstenKjærulf-Hoop,丹麦"
狮子护卫队：咆哮归来,The Lion Guard: Return of the Roar,1话 /  2015-11-22,,(少于10人评分),,,"剧场版,Disney,欧美,2015,TV"
正在看的行星,The Looking Planet,2015年12月23日,,(少于10人评分),,,"WEB,欧美"
The Passengers,,2015 / Carolina Sandvik,,,,,"短片,定格动画,超现实,2015,Sandvik,瑞典"
花生漫画大电影：史努比,The Peanuts Movie,1话 /  2015-11-06 / Steve Martino,6.8,(45人评分),,,"剧场版,欧美,2015,治愈,动画电影,萌,童年,电影,补标,无,美国动画,3D,美国,漫画改,原创,欧美动画,アニメ映画,FOX,福克斯,BillMelendez,20thCenturyFoxAnimation,Animated.Movies,SteveMartino,Mana·········芦田愛菜,大制作&天才动画人,总让我哇哇大哭的作品！(∩ᵒ̴̶̷̤⌔ᵒ̴̶̷̤∩),史努比"
礼物,The Present,2015 / Jacob Frey,6.8,(26人评分),,,"短片,欧美,2015,动画短片,短篇,无,美国,狗,JacobFrey,小动物,德国,欧洲,AM"
辛普森一家 第二十七季,The Simpsons Season 27,22话 /  2015年9月27日,6.9,(21人评分),,,"TV,欧美,2015,美国,TVA,搞笑,美国动画,动画,无,辛普森一家,MattGroening,系列[辛普森一家],DanCastellaneta,TheCuriosityCompany,FOX,Simpsons"
海绵宝宝历险记：海绵出水,The SpongeBob Movie: Sponge Out of Water,1话 /  2015-02-06,6.2,(330人评分),Rank 6207,,"剧场版,原创,美国,欧美,2015,海绵宝宝,动画电影,3D,搞笑,冒险,欧美动画,童年,映画,动画,美漫,设定,剧情,友情,战斗,奇幻,喜剧"
冒险兄弟 第六季,The Venture Bros. Season 6,9话 /  2015年2月19日,,(少于10人评分),,,"TV,欧美"
托马斯和朋友们：多多岛之迷失宝藏,Thomas & Friends: Sodor's Legend of the Lost Treasure,1话 /  2015年7月17日 / David Stoten,,(少于10人评分),,,"剧场版,无,欧美,Arc_Productions"
Thunderbirds Are Go,,13话 /  2015年4月4日 / David Scott、Theo Baynton / Thunderbirds(1965) by Gerry & Sylvia Anderson,,(少于10人评分),,,"TV,欧美,2015,新西兰,201510,英国"
钛战机,TIE Fighter,1话 /  2015-03-24 / Paul Johnson,,(少于10人评分),,,"WEB,科幻,欧美,短片,动画短片,星球大战,未知"
木头与柴火,TIMBER,2015-01-25 / Nils Hedinger,,(少于10人评分),,,动画短片
出包王女Darkness 第二季,To LOVEる -とらぶる- ダークネス 2nd,14话 /  2015年7月6日 / 大槻敦史 / 矢吹健太朗・長谷見沙貴 / 岡勇一,7.3,(3393人评分),Rank 1270,,"后宫,TV,日本,漫画改,2015年7月,肉,卖肉,XEBEC,2015,ToLoveる,搞笑,出包王女Darkness,漫改,校园,花泽香菜,肉番,恋爱,日常,里番,出包王女,奇幻,续作,矢吹健太朗,2015年,战斗,里番末日,同人绝路"
猫和老鼠：搜寻间谍,Tom and Jerry: Spy Quest,1话 /  2015-06-23 / Spike Brandt / Tony Cervone,5.9,(26人评分),,,"OVA,欧美,剧场版,猫和老鼠,搞笑,动画电影,2015,美国,电影,无,原创,华纳,欧美电影,Warner_Bros._Animation"
漫漫北寻路,Tout en haut du monde,1话 /  2015年6月16日 / Rémi Chayé,7.1,(56人评分),Rank 2197,,"剧场版,法国,欧美,2015,原创,动画电影,电影,2015年,奇幻,动画,无,剧场,2010s,剧情,欧洲,西方电影,非日本動畫電影,漫漫北寻路,人物风格...."
变形金刚：领袖的挑战 第一季,Transformers: Robots in Disguise Season 1,26话 /  2015年3月14日 / David Hartman、Stephen Davies / José López、Walter Gatus、Augusto Barranco,5.5,(24人评分),,,"TV,欧美,变形金刚,2015,美国,3D,PolygonPictures,童年,日美合作,合作"
